"","phenotype","mean","sd","Test.Model","True.Model","MAF","Power","ES","R2","ES_AB","ES_BB","N_total_at_Alpha_5e-08"
"162","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.12,0.8,0.65,0.00817789406238007,0.65,1.3,4822.61574899982
"163","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.13,0.8,0.65,0.00875871040203774,0.65,1.3,4501.49688340301
"164","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.14,0.8,0.65,0.00932403830597122,0.65,1.3,4227.36142277679
"165","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.15,0.8,0.65,0.00987387777418048,0.65,1.3,3990.84924477139
"166","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.16,0.8,0.65,0.0104082288066655,0.65,1.3,3784.94188927565
"167","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.17,0.8,0.65,0.0109270914034264,0.65,1.3,3604.27392673002
"168","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.18,0.8,0.65,0.011430465564463,0.65,1.3,3444.67387674225
"169","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.19,0.8,0.65,0.0119183512897755,0.65,1.3,3302.8501063382
"170","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.2,0.8,0.65,0.0123907485793637,0.65,1.3,3176.17096554924
"171","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.21,0.8,0.65,0.0128476574332278,0.65,1.3,3062.50774843788
"172","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.22,0.8,0.65,0.0132890778513676,0.65,1.3,2960.12049027297
"173","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.23,0.8,0.65,0.0137150098337832,0.65,1.3,2867.57356439615
"174","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.24,0.8,0.65,0.0141254533804747,0.65,1.3,2783.67238787351
"175","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.25,0.8,0.65,0.0145204084914419,0.65,1.3,2707.41532619913
"176","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.26,0.8,0.65,0.0148998751666849,0.65,1.3,2637.95670575499
"177","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.27,0.8,0.65,0.0152638534062037,0.65,1.3,2574.57805505934
"178","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.28,0.8,0.65,0.0156123432099983,0.65,1.3,2516.66551847867
"179","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.29,0.8,0.65,0.0159453445780687,0.65,1.3,2463.69195344147
"180","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.3,0.8,0.65,0.0162628575104149,0.65,1.3,2415.20261934658
"181","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.31,0.8,0.65,0.0165648820070369,0.65,1.3,2370.8036482322
"182","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.32,0.8,0.65,0.0168514180679347,0.65,1.3,2330.15268988163
"183","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.33,0.8,0.65,0.0171224656931083,0.65,1.3,2292.95127140531
"184","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.34,0.8,0.65,0.0173780248825576,0.65,1.3,2258.93851971363
"185","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.35,0.8,0.65,0.0176180956362828,0.65,1.3,2227.88597583711
"186","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.36,0.8,0.65,0.0178426779542838,0.65,1.3,2199.5932904504
"187","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.37,0.8,0.65,0.0180517718365606,0.65,1.3,2173.88463571968
"188","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.38,0.8,0.65,0.0182453772831131,0.65,1.3,2150.60570353086
"189","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.39,0.8,0.65,0.0184234942939415,0.65,1.3,2129.62118706906
"190","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.4,0.8,0.65,0.0185861228690456,0.65,1.3,2110.81266361005
"191","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.41,0.8,0.65,0.0187332630084256,0.65,1.3,2094.07681273901
"192","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.42,0.8,0.65,0.0188649147120813,0.65,1.3,2079.32391711071
"193","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.43,0.8,0.65,0.0189810779800128,0.65,1.3,2066.47660311018
"194","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.44,0.8,0.65,0.0190817528122202,0.65,1.3,2055.46878700149
"195","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.45,0.8,0.65,0.0191669392087033,0.65,1.3,2046.24479879987
"196","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.46,0.8,0.65,0.0192366371694622,0.65,1.3,2038.7586615414
"197","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.47,0.8,0.65,0.0192908466944969,0.65,1.3,2032.97350812116
"198","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.48,0.8,0.65,0.0193295677838074,0.65,1.3,2028.86112164392
"199","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.49,0.8,0.65,0.0193528004373937,0.65,1.3,2026.40158844625
"200","smri_vol_scs_ccat_ROC0_2",0.772205010586036,3.30323577481703,"Additive","Additive",0.5,0.8,0.65,0.0193605446552558,0.65,1.3,2025.58305575621
"201","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.01,0.8,0.65,0.000351392225416713,0.65,1.3,112677.593989058
"202","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.02,0.8,0.65,0.000695685617996724,0.65,1.3,56903.8817430853
"203","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.03,0.8,0.65,0.00103288017774003,0.65,1.3,38320.5471904376
"204","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.04,0.8,0.65,0.00136297590464664,0.65,1.3,29034.992318938
"205","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.05,0.8,0.65,0.00168597279871655,0.65,1.3,23468.7037659472
"206","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.06,0.8,0.65,0.00200187085994976,0.65,1.3,19762.1825535017
"207","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.07,0.8,0.65,0.00231067008834626,0.65,1.3,17118.5054946198
"208","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.08,0.8,0.65,0.00261237048390607,0.65,1.3,15139.2155590709
"209","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.09,0.8,0.65,0.00290697204662917,0.65,1.3,13602.952009186
"210","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.1,0.8,0.65,0.00319447477651557,0.65,1.3,12376.9024675365
"211","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.11,0.8,0.65,0.00347487867356527,0.65,1.3,11376.5538698882
"212","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.12,0.8,0.65,0.00374818373777827,0.65,1.3,10545.5679546803
"213","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.13,0.8,0.65,0.00401438996915457,0.65,1.3,9844.94500103547
"214","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.14,0.8,0.65,0.00427349736769417,0.65,1.3,9246.8316920674
"215","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.15,0.8,0.65,0.00452550593339706,0.65,1.3,8730.80584601504
"216","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.16,0.8,0.65,0.00477041566626325,0.65,1.3,8281.55438646823
"217","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.17,0.8,0.65,0.00500822656629275,0.65,1.3,7887.37086620844
"218","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.18,0.8,0.65,0.00523893863348554,0.65,1.3,7539.1538303054
"219","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.19,0.8,0.65,0.00546255186784163,0.65,1.3,7229.72150001455
"220","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.2,0.8,0.65,0.00567906626936102,0.65,1.3,6953.33206630779
"221","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.21,0.8,0.65,0.00588848183804371,0.65,1.3,6705.34105777343
"222","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.22,0.8,0.65,0.00609079857388969,0.65,1.3,6481.95216966094
"223","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.23,0.8,0.65,0.00628601647689898,0.65,1.3,6280.03311068325
"224","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.24,0.8,0.65,0.00647413554707156,0.65,1.3,6096.97750563368
"225","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.25,0.8,0.65,0.00665515578440744,0.65,1.3,5930.5999596852
"226","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.26,0.8,0.65,0.00682907718890662,0.65,1.3,5779.0553579226
"227","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.27,0.8,0.65,0.0069958997605691,0.65,1.3,5640.77611868105
"228","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.28,0.8,0.65,0.00715562349939488,0.65,1.3,5514.42291413804
"229","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.29,0.8,0.65,0.00730824840538396,0.65,1.3,5398.84560950306
"230","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.3,0.8,0.65,0.00745377447853633,0.65,1.3,5293.0520386782
"231","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.31,0.8,0.65,0.00759220171885201,0.65,1.3,5196.18284922062
"232","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.32,0.8,0.65,0.00772353012633098,0.65,1.3,5107.49109158375
"233","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.33,0.8,0.65,0.00784775970097325,0.65,1.3,5026.32554901982
"234","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.34,0.8,0.65,0.00796489044277882,0.65,1.3,4952.11704110922
"235","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.35,0.8,0.65,0.0080749223517477,0.65,1.3,4884.36710948367
"236","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.36,0.8,0.65,0.00817785542787986,0.65,1.3,4822.63862619915
"237","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.37,0.8,0.65,0.00827368967117533,0.65,1.3,4766.54796501197
"238","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.38,0.8,0.65,0.0083624250816341,0.65,1.3,4715.75845201426
"239","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.39,0.8,0.65,0.00844406165925616,0.65,1.3,4669.97487088485
"240","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.4,0.8,0.65,0.00851859940404152,0.65,1.3,4628.93884349172
"241","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.41,0.8,0.65,0.00858603831599019,0.65,1.3,4592.42494236095
"242","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.42,0.8,0.65,0.00864637839510215,0.65,1.3,4560.23741958549
"243","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.43,0.8,0.65,0.00869961964137741,0.65,1.3,4532.20745916819
"244","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.44,0.8,0.65,0.00874576205481596,0.65,1.3,4508.19087769323
"245","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.45,0.8,0.65,0.00878480563541782,0.65,1.3,4488.06621277152
"246","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.46,0.8,0.65,0.00881675038318298,0.65,1.3,4471.73315052529
"247","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.47,0.8,0.65,0.00884159629811143,0.65,1.3,4459.11125323422
"248","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.48,0.8,0.65,0.00885934338020319,0.65,1.3,4450.13895645285
"249","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.49,0.8,0.65,0.00886999162945824,0.65,1.3,4444.77281197401
"250","smri_vol_scs_ccct_ROC0_2",2.10436094239775,4.87921412429439,"Additive","Additive",0.5,0.8,0.65,0.00887354104587659,0.65,1.3,4442.98695907285
"251","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.01,0.8,0.65,0.000259905141751766,0.65,1.3,152347.282987762
"252","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.02,0.8,0.65,0.000514559674579255,0.65,1.3,76941.1230606106
"253","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.03,0.8,0.65,0.000763963598482465,0.65,1.3,51816.4215529384
"254","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.04,0.8,0.65,0.0010081169134614,0.65,1.3,39262.3351086047
"255","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.05,0.8,0.65,0.00124701961951605,0.65,1.3,31736.7034924595
"256","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.06,0.8,0.65,0.00148067171664643,0.65,1.3,26725.4806967202
"257","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.07,0.8,0.65,0.00170907320485252,0.65,1.3,23151.2251198639
"258","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.08,0.8,0.65,0.00193222408413434,0.65,1.3,20475.222130739
"259","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.09,0.8,0.65,0.00215012435449189,0.65,1.3,18398.1916084178
"260","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.1,0.8,0.65,0.00236277401592515,0.65,1.3,16740.5709765401
"261","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.11,0.8,0.65,0.00257017306843413,0.65,1.3,15388.0984181775
"262","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.12,0.8,0.65,0.00277232151201884,0.65,1.3,14264.6045009899
"263","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.13,0.8,0.65,0.00296921934667927,0.65,1.3,13317.3615312417
"264","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.14,0.8,0.65,0.00316086657241542,0.65,1.3,12508.711773718
"265","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.15,0.8,0.65,0.00334726318922729,0.65,1.3,11811.0444014501
"266","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.16,0.8,0.65,0.00352840919711489,0.65,1.3,11203.6561071822
"267","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.17,0.8,0.65,0.00370430459607821,0.65,1.3,10670.7197529318
"268","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.18,0.8,0.65,0.00387494938611724,0.65,1.3,10199.9301550329
"269","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.19,0.8,0.65,0.00404034356723201,0.65,1.3,9781.57753551305
"270","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.2,0.8,0.65,0.00420048713942249,0.65,1.3,9407.8989580844
"271","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.21,0.8,0.65,0.00435538010268869,0.65,1.3,9072.61508892997
"272","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.22,0.8,0.65,0.00450502245703062,0.65,1.3,8770.59331708639
"273","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.23,0.8,0.65,0.00464941420244827,0.65,1.3,8497.59877901256
"274","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.24,0.8,0.65,0.00478855533894164,0.65,1.3,8250.10765067054
"275","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.25,0.8,0.65,0.00492244586651073,0.65,1.3,8025.16527425799
"276","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.26,0.8,0.65,0.00505108578515554,0.65,1.3,7820.27705103516
"277","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.27,0.8,0.65,0.00517447509487608,0.65,1.3,7633.32360772586
"278","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.28,0.8,0.65,0.00529261379567234,0.65,1.3,7462.49417066004
"279","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.29,0.8,0.65,0.00540550188754432,0.65,1.3,7306.2337555019
"280","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.3,0.8,0.65,0.00551313937049202,0.65,1.3,7163.20095185827
"281","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.31,0.8,0.65,0.00561552624451544,0.65,1.3,7032.23391366311
"282","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.32,0.8,0.65,0.00571266250961458,0.65,1.3,6912.32276375168
"283","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.33,0.8,0.65,0.00580454816578945,0.65,1.3,6802.5870558918
"284","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.34,0.8,0.65,0.00589118321304004,0.65,1.3,6702.25725710893
"285","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.35,0.8,0.65,0.00597256765136635,0.65,1.3,6610.65945077287
"286","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.36,0.8,0.65,0.00604870148076838,0.65,1.3,6527.20263910504
"287","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.37,0.8,0.65,0.00611958470124614,0.65,1.3,6451.36815871214
"288","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.38,0.8,0.65,0.00618521731279961,0.65,1.3,6382.70082585759
"289","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.39,0.8,0.65,0.00624559931542881,0.65,1.3,6320.80150752622
"290","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.4,0.8,0.65,0.00630073070913373,0.65,1.3,6265.32087600933
"291","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.41,0.8,0.65,0.00635061149391437,0.65,1.3,6215.95415295378
"292","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.42,0.8,0.65,0.00639524166977074,0.65,1.3,6172.43668682006
"293","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.43,0.8,0.65,0.00643462123670282,0.65,1.3,6134.54023807131
"294","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.44,0.8,0.65,0.00646875019471063,0.65,1.3,6102.06987046529
"295","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.45,0.8,0.65,0.00649762854379416,0.65,1.3,6074.86136662578
"296","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.46,0.8,0.65,0.00652125628395341,0.65,1.3,6052.77910200429
"297","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.47,0.8,0.65,0.00653963341518838,0.65,1.3,6035.71432465629
"298","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.48,0.8,0.65,0.00655275993749908,0.65,1.3,6023.58379933825
"299","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.49,0.8,0.65,0.0065606358508855,0.65,1.3,6016.32878399263
"300","smri_vol_scs_ccmidat_ROC0_2",2.14359700145381,5.67333614309301,"Additive","Additive",0.5,0.8,0.65,0.00656326115534764,0.65,1.3,6013.91431487175
"301","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.01,0.8,0.65,0.000715088806953082,0.65,1.3,55359.3168693478
"302","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.02,0.8,0.65,0.00141573137538186,0.65,1.3,27952.3012217076
"303","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.03,0.8,0.65,0.00210192770528633,0.65,1.3,18820.5116433037
"304","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.04,0.8,0.65,0.0027736777966665,0.65,1.3,14257.6196435169
"305","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.05,0.8,0.65,0.00343098164952236,0.65,1.3,11522.3625904373
"306","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.06,0.8,0.65,0.00407383926385392,0.65,1.3,9700.98896454356
"307","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.07,0.8,0.65,0.00470225063966117,0.65,1.3,8401.89340242816
"308","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.08,0.8,0.65,0.00531621577694412,0.65,1.3,7429.27546480515
"309","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.09,0.8,0.65,0.00591573467570277,0.65,1.3,6674.3592326338
"310","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.1,0.8,0.65,0.00650080733593711,0.65,1.3,6071.88115212787
"311","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.11,0.8,0.65,0.00707143375764714,0.65,1.3,5580.31178893569
"312","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.12,0.8,0.65,0.00762761394083287,0.65,1.3,5171.96671160641
"313","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.13,0.8,0.65,0.0081693478854943,0.65,1.3,4827.68158904558
"314","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.14,0.8,0.65,0.00869663559163142,0.65,1.3,4533.76939544587
"315","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.15,0.8,0.65,0.00920947705924424,0.65,1.3,4280.19473969942
"316","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.16,0.8,0.65,0.00970787228833275,0.65,1.3,4059.43282783384
"317","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.17,0.8,0.65,0.010191821278897,0.65,1.3,3865.73115126758
"318","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.18,0.8,0.65,0.0106613240309369,0.65,1.3,3694.61728584004
"319","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.19,0.8,0.65,0.0111163805444525,0.65,1.3,3542.562129782
"320","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.2,0.8,0.65,0.0115569908194438,0.65,1.3,3406.74417758027
"321","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.21,0.8,0.65,0.0119831548559107,0.65,1.3,3284.88115172487
"322","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.22,0.8,0.65,0.0123948726538534,0.65,1.3,3175.10756092804
"323","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.23,0.8,0.65,0.0127921442132718,0.65,1.3,3075.88420788246
